Stator Voltage (V),Rotor Speed (RPM),Load Torque (Nm),Slip,Speed Response (RPM)
429.963209507789,1314.9084162219538,22.41844910800191,0.05497032193561482,1238.6084613658982
476.0571445127933,1378.7485275000172,19.974725773884195,0.07720720952613348,1275.2291598983693
458.5595153449124,1683.6379145617443,10.569234750171603,0.06064001025906999,1588.0734965288018
447.89267873576296,1272.0035088479137,36.436000206089275,0.017497232480061676,1243.6123893566717
412.4814912353949,1695.719747849737,28.597449630517733,0.02670222131051999,1659.0018025038687
412.4795616268962,1070.507544781353,51.94205953944022,0.029739536562782727,1038.0283913406674
404.646688973456,1621.4387497669045,1.9265748289234952,0.03320778282803604,1562.7192569709903
469.2940916619948,1678.038106443789,38.63207565330758,0.060886305275545394,1579.6573399318954
448.0892009394567,1145.454122269871,45.776932710693664,0.05535692018428542,1079.8130374573418
456.6458062236836,1344.2772258977602,45.56919415129842,0.028284403452778807,1305.8464631079282
401.6467595436642,1132.3998197309245,53.164438025731506,0.01607993591101184,1112.1695119829494
477.59278817295956,1565.2833031953742,43.74202456976965,0.02542889840272463,1521.396183447613
466.5954112640337,1428.2782144493253,55.66860369886178,0.0985943181356743,1291.0780829496653
416.9871288542621,1508.2586773666567,19.959395989253487,0.05216922548123251,1428.1424833286192
414.54599737656804,1157.189573564969,30.192565005092582,0.08806109542319013,1048.1029331436473
414.6723607882747,1169.3966896419356,0.8447797969734405,0.0863877220001959,1071.1304741302783
424.339379436763,1033.1978604079252,0.41745523819747277,0.05603676017165864,969.2728879392567
441.98051453057906,1257.6540281565838,14.407597227091193,0.07360189376144892,1159.3220091241683
434.55560149136926,1447.7957290669399,6.048431828345116,0.027347680937144105,1414.1649044311437
423.29833121584335,1686.347931197863,15.612682076145216,0.07195570344342175,1559.0238800621107
448.94823157779035,1533.5419579669447,10.622597671703844,0.03451461213369606,1469.030127812329
411.15950885216336,1348.317058719801,1.7112014903188943,0.08488558870787358,1236.9786788503097
423.3715718828175,1762.4960915153101,54.558248784362966,0.017535171979801895,1730.0711022894548
429.3089474634953,1575.3961604606654,0.4933878833334915,0.07958248055967498,1448.9339505413272
436.48559873736286,1744.13216229004,44.16492866022512,0.01899432159117576,1709.4310531352394
462.8140769114411,1422.0703786177326,9.12887321517099,0.08930703132048781,1296.2278444696744
415.9739025726688,1207.1234198345117,54.733777319976,0.037378406632150335,1158.2394735832302
441.13875507308893,1042.2613490917777,53.567756375393145,0.06889540283475173,977.8349079598368
447.3931655089634,1580.8678811870805,39.23406878215544,0.053875205075825196,1488.317147488794
403.71603301759984,1097.0423984044273,40.33404898803631,0.042967283073610515,1052.1298417118173
448.6035881521151,1242.2201026175737,0.3203485181813126,0.06808976498651469,1160.848232788202
413.6419298949833,1425.976726307118,59.09229396681612,0.09527706824961142,1286.3155856282303
405.20412743882235,1451.5332702237981,52.66995621454886,0.013714277263715968,1426.5078682720516
475.9108429802667,1480.4665575897088,53.70637354380552,0.0926967570294794,1348.3179798813965
477.25056264596475,1133.0042642797605,39.554672223052314,0.06481734895189122,1054.611627747875
464.6717878493169,1303.789923857319,20.687215719272192,0.08265828706921471,1192.9875623494183
424.36910153386964,1493.7553816935733,53.618918945428845,0.04454874580908499,1431.6469977058523
407.8137691205107,1775.855091707028,17.491015689071542,0.052465867735385245,1682.8570195160119
454.73864212097254,1582.104910159751,33.76269260053217,0.08819656766210476,1433.5829690641526
435.2121994991681,1738.0830056751663,5.983858340632944,0.04733631728288409,1664.5438527773053
409.7630587875823,1609.7696466513416,55.31733780796501,0.05811936100741766,1513.5608096249293
439.6141528089016,1473.3735751139204,8.4462274662728,0.011817543077589962,1453.9481329710968
402.7510816892175,1153.6186953090755,13.493808343824437,0.02427382052542381,1126.8948834060013
472.7456321663026,1533.3485215140104,33.4880494876929,0.06775178571773198,1432.5868050388124
